,種類,質問,回答,Positive,Negative,Hard-Negative
2070,Q4,1965年から2005年で三重県の人口は変わっていますか？,増えています。,"[502, 902]","[133, 863, 24]","[652, 752, 952]"
2071,Q4,1970年から2005年で三重県の人口は変わっていますか？,増えています。,"[902, 552]","[795, 885, 566]","[358, 263, 502]"
2072,Q4,1970年から1990年で三重県の人口は変わっていますか？,同じくらいです。,"[552, 752]","[839, 732, 760]","[602, 406, 311]"
2073,Q4,1990年から1995年で三重県の人口は変わっていますか？,同じくらいです。,"[752, 802]","[889, 550, 356]","[215, 71, 752]"
2074,Q4,1995年から2000年で三重県の人口は変わっていますか？,同じくらいです。,"[802, 852]","[281, 949, 697]","[454, 71, 1002]"
2075,Q4,2000年から2010年で三重県の人口は変わっていますか？,同じくらいです。,"[852, 952]","[408, 466, 769]","[119, 652, 1002]"
2076,Q4,1980年から2010年で三重県の人口は変わっていますか？,同じくらいです。,"[952, 652]","[586, 147, 335]","[215, 167, 1002]"
2077,Q4,1955年から1980年で三重県の人口は変わっていますか？,同じくらいです。,"[652, 406]","[529, 886, 76]","[167, 1002, 702]"
2078,Q4,1920年から1955年で三重県の人口は変わっていますか？,増えています。,"[406, 71]","[503, 118, 361]","[311, 1002, 802]"
2079,Q4,1920年から2015年で三重県の人口は変わっていますか？,増えています。,"[71, 1002]","[321, 458, 249]","[752, 119, 215]"
2080,Q4,1935年から2015年で三重県の人口は変わっていますか？,増えています。,"[1002, 215]","[869, 813, 1015]","[652, 454, 1002]"
2081,Q4,1925年から1935年で三重県の人口は変わっていますか？,同じくらいです。,"[215, 119]","[110, 29, 362]","[952, 602, 1002]"
2082,Q4,1980年から1985年で三重県の人口は変わっていますか？,同じくらいです。,"[652, 702]","[520, 809, 512]","[71, 952, 652]"
2083,Q4,1950年から1985年で三重県の人口は変わっていますか？,同じくらいです。,"[702, 358]","[271, 679, 714]","[802, 952, 1002]"
2084,Q4,1950年から2000年で三重県の人口は変わっていますか？,増えています。,"[358, 852]","[449, 150, 682]","[119, 602, 263]"
2085,Q4,2000年から2010年で三重県の人口は変わっていますか？,同じくらいです。,"[852, 952]","[794, 943, 1020]","[1002, 215, 902]"
2086,Q4,1955年から2010年で三重県の人口は変わっていますか？,増えています。,"[952, 406]","[823, 605, 492]","[602, 454, 502]"
2087,Q4,1920年から1955年で三重県の人口は変わっていますか？,増えています。,"[406, 71]","[496, 91, 746]","[802, 119, 71]"
2088,Q4,1920年から1925年で三重県の人口は変わっていますか？,同じくらいです。,"[71, 119]","[63, 773, 811]","[652, 167, 23]"
2089,Q4,1925年から1990年で三重県の人口は変わっていますか？,増えています。,"[119, 752]","[489, 669, 512]","[702, 502, 602]"
2090,Q4,1930年から1990年で三重県の人口は変わっていますか？,増えています。,"[752, 167]","[235, 755, 1011]","[952, 652, 311]"
2091,Q4,1930年から1965年で三重県の人口は変わっていますか？,増えています。,"[167, 502]","[871, 742, 73]","[215, 502, 1002]"
2092,Q4,1945年から1965年で三重県の人口は変わっていますか？,同じくらいです。,"[502, 311]","[1013, 3, 302]","[23, 1002, 702]"
2093,Q4,1940年から1945年で三重県の人口は変わっていますか？,同じくらいです。,"[311, 263]","[136, 387, 561]","[652, 552, 454]"
2094,Q4,1940年から2015年で三重県の人口は変わっていますか？,増えています。,"[263, 1002]","[37, 994, 85]","[1002, 311, 752]"
2095,Q4,1975年から2015年で三重県の人口は変わっていますか？,同じくらいです。,"[1002, 602]","[916, 97, 130]","[502, 802, 652]"
2096,Q4,1935年から1975年で三重県の人口は変わっていますか？,増えています。,"[602, 215]","[920, 304, 810]","[652, 1002, 802]"
2097,Q4,1935年から1970年で三重県の人口は変わっていますか？,増えています。,"[215, 552]","[559, 117, 55]","[23, 652, 358]"
2098,Q4,1960年から1970年で三重県の人口は変わっていますか？,同じくらいです。,"[552, 454]","[871, 259, 595]","[358, 602, 167]"
2099,Q4,1960年から2005年で三重県の人口は変わっていますか？,増えています。,"[454, 902]","[38, 247, 879]","[71, 263, 502]"
2100,Q4,1995年から2005年で三重県の人口は変わっていますか？,同じくらいです。,"[902, 802]","[987, 889, 956]","[952, 702, 167]"
2101,Q4,1935年から1945年で三重県の人口は変わっていますか？,同じくらいです。,"[215, 311]","[879, 107, 407]","[802, 454, 215]"
2102,Q4,1945年から2010年で三重県の人口は変わっていますか？,増えています。,"[311, 952]","[606, 844, 567]","[552, 702, 263]"
2103,Q4,1940年から2010年で三重県の人口は変わっていますか？,増えています。,"[952, 263]","[385, 724, 808]","[552, 406, 311]"
2104,Q4,1940年から1990年で三重県の人口は変わっていますか？,増えています。,"[263, 752]","[410, 3, 542]","[311, 167, 602]"
2105,Q4,1985年から1990年で三重県の人口は変わっていますか？,同じくらいです。,"[752, 702]","[556, 461, 383]","[23, 119, 358]"
2106,Q4,1925年から1985年で三重県の人口は変わっていますか？,増えています。,"[702, 119]","[559, 689, 104]","[702, 23, 71]"
2107,Q4,1925年から1970年で三重県の人口は変わっていますか？,増えています。,"[119, 552]","[530, 51, 866]","[502, 752, 71]"
2108,Q4,1970年から1980年で三重県の人口は変わっていますか？,同じくらいです。,"[552, 652]","[309, 743, 465]","[406, 454, 952]"
2109,Q4,1975年から1980年で三重県の人口は変わっていますか？,同じくらいです。,"[652, 602]","[613, 699, 357]","[71, 23, 454]"
2110,Q4,1930年から1975年で三重県の人口は変わっていますか？,増えています。,"[602, 167]","[456, 399, 603]","[119, 167, 358]"
2111,Q4,1920年から1930年で三重県の人口は変わっていますか？,同じくらいです。,"[167, 71]","[354, 420, 192]","[406, 802, 23]"
2112,Q4,1920年から2000年で三重県の人口は変わっていますか？,増えています。,"[71, 852]","[557, 820, 130]","[167, 752, 23]"
2113,Q4,1955年から2000年で三重県の人口は変わっていますか？,増えています。,"[852, 406]","[996, 261, 160]","[1002, 802, 454]"
2114,Q4,1955年から1965年で三重県の人口は変わっていますか？,同じくらいです。,"[406, 502]","[252, 492, 725]","[23, 406, 902]"
2115,Q4,1965年から1995年で三重県の人口は変わっていますか？,増えています。,"[502, 802]","[105, 682, 961]","[311, 71, 215]"
2116,Q4,1950年から1995年で三重県の人口は変わっていますか？,増えています。,"[802, 358]","[821, 612, 350]","[263, 311, 167]"
2117,Q4,1950年から2015年で三重県の人口は変わっていますか？,増えています。,"[358, 1002]","[463, 518, 111]","[406, 752, 502]"
2118,Q4,2005年から2015年で三重県の人口は変わっていますか？,同じくらいです。,"[1002, 902]","[88, 768, 970]","[23, 1002, 406]"
2119,Q4,1960年から2005年で三重県の人口は変わっていますか？,増えています。,"[902, 454]","[363, 396, 165]","[311, 263, 454]"
2120,Q4,1950年から1965年で滋賀県の人口は変わっていますか？,同じくらいです。,"[359, 503]","[518, 11, 146]","[168, 753, 553]"
2121,Q4,1965年から1985年で滋賀県の人口は変わっていますか？,増えています。,"[503, 703]","[243, 959, 805]","[753, 216, 553]"
2122,Q4,1940年から1985年で滋賀県の人口は変わっていますか？,増えています。,"[703, 264]","[142, 335, 515]","[653, 407, 803]"
2123,Q4,1940年から2015年で滋賀県の人口は変わっていますか？,増えています。,"[264, 1003]","[362, 325, 890]","[312, 455, 853]"
2124,Q4,1970年から2015年で滋賀県の人口は変わっていますか？,増えています。,"[1003, 553]","[235, 266, 367]","[168, 120, 753]"
2125,Q4,1970年から1995年で滋賀県の人口は変わっていますか？,増えています。,"[553, 803]","[723, 14, 891]","[24, 168, 703]"
2126,Q4,1995年から2000年で滋賀県の人口は変わっていますか？,同じくらいです。,"[803, 853]","[948, 558, 141]","[312, 753, 953]"
2127,Q4,2000年から2010年で滋賀県の人口は変わっていますか？,同じくらいです。,"[853, 953]","[811, 670, 379]","[653, 1003, 455]"
2128,Q4,1960年から2010年で滋賀県の人口は変わっていますか？,増えています。,"[953, 455]","[91, 93, 831]","[503, 407, 455]"
2129,Q4,1960年から2005年で滋賀県の人口は変わっていますか？,増えています。,"[455, 903]","[968, 102, 666]","[553, 359, 72]"
2130,Q4,1925年から2005年で滋賀県の人口は変わっていますか？,増えています。,"[903, 120]","[452, 310, 761]","[503, 553, 953]"
2131,Q4,1925年から1945年で滋賀県の人口は変わっていますか？,増えています。,"[120, 312]","[403, 833, 456]","[168, 753, 312]"
2132,Q4,1945年から1990年で滋賀県の人口は変わっていますか？,増えています。,"[312, 753]","[306, 695, 949]","[455, 359, 653]"
2133,Q4,1980年から1990年で滋賀県の人口は変わっていますか？,同じくらいです。,"[753, 653]","[736, 357, 522]","[803, 953, 603]"
2134,Q4,1920年から1980年で滋賀県の人口は変わっていますか？,増えています。,"[653, 72]","[475, 886, 190]","[359, 853, 903]"
2135,Q4,1920年から1935年で滋賀県の人口は変わっていますか？,同じくらいです。,"[72, 216]","[518, 301, 979]","[407, 1003, 703]"
2136,Q4,1935年から1955年で滋賀県の人口は変わっていますか？,同じくらいです。,"[216, 407]","[159, 725, 632]","[455, 168, 553]"
2137,Q4,1930年から1955年で滋賀県の人口は変わっていますか？,増えています。,"[407, 168]","[3, 714, 335]","[853, 120, 216]"
2138,Q4,1930年から1975年で滋賀県の人口は変わっていますか？,増えています。,"[168, 603]","[537, 81, 706]","[168, 24, 903]"
2139,Q4,1960年から1990年で滋賀県の人口は変わっていますか？,増えています。,"[753, 455]","[440, 921, 637]","[120, 216, 407]"
2140,Q4,1945年から1960年で滋賀県の人口は変わっていますか？,同じくらいです。,"[455, 312]","[289, 989, 562]","[853, 312, 503]"
2141,Q4,1940年から1945年で滋賀県の人口は変わっていますか？,増えています。,"[312, 264]","[960, 821, 642]","[359, 216, 264]"
2142,Q4,1935年から1940年で滋賀県の人口は変わっていますか？,同じくらいです。,"[264, 216]","[457, 261, 215]","[553, 312, 216]"
2143,Q4,1935年から1950年で滋賀県の人口は変わっていますか？,増えています。,"[216, 359]","[537, 939, 338]","[24, 653, 312]"
2144,Q4,1950年から1965年で滋賀県の人口は変わっていますか？,同じくらいです。,"[359, 503]","[594, 175, 212]","[553, 216, 455]"
2145,Q4,1965年から1980年で滋賀県の人口は変わっていますか？,増えています。,"[503, 653]","[22, 843, 700]","[1003, 803, 359]"
2146,Q4,1920年から1980年で滋賀県の人口は変わっていますか？,増えています。,"[653, 72]","[858, 388, 998]","[264, 359, 853]"
2147,Q4,1920年から2000年で滋賀県の人口は変わっていますか？,増えています。,"[72, 853]","[315, 176, 411]","[803, 703, 1003]"
2148,Q4,1975年から2000年で滋賀県の人口は変わっていますか？,増えています。,"[853, 603]","[759, 848, 860]","[503, 903, 455]"
2149,Q4,1975年から1995年で滋賀県の人口は変わっていますか？,増えています。,"[603, 803]","[332, 685, 504]","[312, 24, 1003]"
2150,Q4,1995年から2015年で滋賀県の人口は変わっていますか？,同じくらいです。,"[803, 1003]","[806, 856, 557]","[72, 653, 407]"
2151,Q4,1930年から2015年で滋賀県の人口は変わっていますか？,増えています。,"[1003, 168]","[524, 629, 110]","[312, 653, 553]"
2152,Q4,1930年から2005年で滋賀県の人口は変わっていますか？,増えています。,"[168, 903]","[105, 850, 352]","[407, 853, 753]"
2153,Q4,1955年から2005年で滋賀県の人口は変わっていますか？,増えています。,"[903, 407]","[144, 996, 984]","[553, 168, 312]"
2154,Q4,1955年から1970年で滋賀県の人口は変わっていますか？,同じくらいです。,"[407, 553]","[62, 696, 348]","[359, 703, 407]"
2155,Q4,1970年から2010年で滋賀県の人口は変わっていますか？,増えています。,"[553, 953]","[412, 331, 295]","[903, 264, 120]"
2156,Q4,1985年から2010年で滋賀県の人口は変わっていますか？,増えています。,"[953, 703]","[586, 360, 79]","[24, 216, 359]"
2157,Q4,1925年から1985年で滋賀県の人口は変わっていますか？,増えています。,"[703, 120]","[437, 918, 416]","[216, 753, 359]"
2158,Q4,1930年から1990年で滋賀県の人口は変わっていますか？,増えています。,"[753, 168]","[1008, 267, 327]","[168, 853, 359]"
2159,Q4,1930年から1935年で滋賀県の人口は変わっていますか？,同じくらいです。,"[168, 216]","[183, 221, 985]","[903, 24, 216]"
2160,Q4,1935年から2000年で滋賀県の人口は変わっていますか？,増えています。,"[216, 853]","[486, 974, 961]","[553, 503, 455]"
2161,Q4,2000年から2010年で滋賀県の人口は変わっていますか？,同じくらいです。,"[853, 953]","[920, 974, 1014]","[753, 503, 953]"
2162,Q4,1925年から2010年で滋賀県の人口は変わっていますか？,増えています。,"[953, 120]","[535, 785, 891]","[24, 168, 803]"
2163,Q4,1925年から2005年で滋賀県の人口は変わっていますか？,増えています。,"[120, 903]","[70, 794, 629]","[603, 24, 168]"
2164,Q4,1940年から2005年で滋賀県の人口は変わっていますか？,増えています。,"[903, 264]","[17, 682, 114]","[216, 803, 853]"
2165,Q4,1940年から2015年で滋賀県の人口は変わっていますか？,増えています。,"[264, 1003]","[539, 193, 871]","[503, 1003, 753]"
2166,Q4,1920年から2015年で滋賀県の人口は変わっていますか？,増えています。,"[1003, 72]","[164, 229, 327]","[853, 953, 264]"
2167,Q4,1920年から1975年で滋賀県の人口は変わっていますか？,増えています。,"[72, 603]","[358, 130, 449]","[1003, 653, 753]"
2168,Q4,1970年から1975年で滋賀県の人口は変わっていますか？,同じくらいです。,"[603, 553]","[243, 277, 556]","[168, 216, 903]"
2169,Q4,1965年から1970年で滋賀県の人口は変わっていますか？,同じくらいです。,"[553, 503]","[378, 692, 208]","[953, 503, 603]"
2170,Q4,1965年から1980年で滋賀県の人口は変わっていますか？,増えています。,"[503, 653]","[617, 974, 73]","[653, 24, 120]"
2171,Q4,1980年から1985年で滋賀県の人口は変わっていますか？,同じくらいです。,"[653, 703]","[112, 512, 199]","[503, 312, 903]"
2172,Q4,1950年から1985年で滋賀県の人口は変わっていますか？,増えています。,"[703, 359]","[116, 733, 152]","[553, 264, 753]"
2173,Q4,1945年から1950年で滋賀県の人口は変わっていますか？,同じくらいです。,"[359, 312]","[560, 700, 70]","[120, 24, 903]"
2174,Q4,1945年から1955年で滋賀県の人口は変わっていますか？,同じくらいです。,"[312, 407]","[242, 176, 915]","[1003, 407, 703]"
2175,Q4,1955年から1995年で滋賀県の人口は変わっていますか？,増えています。,"[407, 803]","[219, 672, 378]","[553, 120, 72]"
2176,Q4,1960年から1995年で滋賀県の人口は変わっていますか？,増えています。,"[803, 455]","[313, 260, 990]","[803, 953, 553]"
2177,Q4,1930年から1945年で京都府の人口は変わっていますか？,同じくらいです。,"[313, 169]","[724, 4, 30]","[408, 904, 25]"
2178,Q4,1930年から1950年で京都府の人口は変わっていますか？,同じくらいです。,"[169, 360]","[489, 552, 875]","[754, 954, 217]"
2179,Q4,1940年から1950年で京都府の人口は変わっていますか？,同じくらいです。,"[360, 265]","[538, 55, 392]","[456, 554, 654]"
2180,Q4,1925年から1940年で京都府の人口は変わっていますか？,増えています。,"[265, 121]","[154, 384, 45]","[504, 217, 754]"
2181,Q4,1925年から1935年で京都府の人口は変わっていますか？,増えています。,"[121, 217]","[68, 607, 920]","[360, 904, 654]"
2182,Q4,1935年から1995年で京都府の人口は変わっていますか？,増えています。,"[217, 804]","[218, 37, 695]","[360, 554, 904]"
2183,Q4,1990年から1995年で京都府の人口は変わっていますか？,同じくらいです。,"[804, 754]","[594, 665, 680]","[754, 313, 121]"
2184,Q4,1990年から2005年で京都府の人口は変わっていますか？,同じくらいです。,"[754, 904]","[934, 109, 947]","[25, 754, 904]"
2185,Q4,1970年から2005年で京都府の人口は変わっていますか？,同じくらいです。,"[904, 554]","[662, 845, 12]","[121, 456, 408]"
2186,Q4,1970年から1985年で京都府の人口は変わっていますか？,同じくらいです。,"[554, 704]","[302, 833, 224]","[504, 654, 904]"
2187,Q4,1955年から1985年で京都府の人口は変わっていますか？,増えています。,"[704, 408]","[449, 946, 514]","[654, 456, 754]"
2188,Q4,1955年から1975年で京都府の人口は変わっていますか？,増えています。,"[408, 604]","[38, 285, 512]","[654, 121, 854]"
2189,Q4,1975年から1980年で京都府の人口は変わっていますか？,同じくらいです。,"[604, 654]","[138, 352, 890]","[73, 313, 654]"
2190,Q4,1965年から1980年で京都府の人口は変わっていますか？,同じくらいです。,"[654, 504]","[614, 94, 729]","[854, 408, 217]"
2191,Q4,1965年から2000年で京都府の人口は変わっていますか？,増えています。,"[504, 854]","[459, 988, 922]","[313, 73, 854]"
2192,Q4,1920年から2000年で京都府の人口は変わっていますか？,増えています。,"[854, 73]","[836, 500, 320]","[217, 804, 360]"
2193,Q4,1920年から2015年で京都府の人口は変わっていますか？,増えています。,"[73, 1004]","[243, 838, 708]","[73, 804, 121]"
2194,Q4,1960年から2015年で京都府の人口は変わっていますか？,増えています。,"[1004, 456]","[789, 28, 514]","[25, 360, 554]"
2195,Q4,1960年から2010年で京都府の人口は変わっていますか？,増えています。,"[456, 954]","[600, 445, 973]","[654, 554, 504]"
2196,Q4,1920年から1930年で京都府の人口は変わっていますか？,増えています。,"[169, 73]","[487, 362, 751]","[504, 265, 313]"
2197,Q4,1920年から2005年で京都府の人口は変わっていますか？,増えています。,"[73, 904]","[288, 482, 936]","[313, 121, 754]"
2198,Q4,2000年から2005年で京都府の人口は変わっていますか？,同じくらいです。,"[904, 854]","[932, 558, 389]","[504, 73, 954]"
2199,Q4,1960年から2000年で京都府の人口は変わっていますか？,増えています。,"[854, 456]","[302, 147, 343]","[954, 654, 169]"
2200,Q4,1960年から2010年で京都府の人口は変わっていますか？,増えています。,"[456, 954]","[174, 856, 520]","[73, 456, 408]"
2201,Q4,1925年から2010年で京都府の人口は変わっていますか？,増えています。,"[954, 121]","[812, 245, 718]","[265, 954, 360]"
2202,Q4,1925年から1985年で京都府の人口は変わっていますか？,増えています。,"[121, 704]","[712, 896, 966]","[654, 408, 604]"
2203,Q4,1985年から2015年で京都府の人口は変わっていますか？,同じくらいです。,"[704, 1004]","[967, 198, 42]","[313, 169, 25]"
2204,Q4,1940年から2015年で京都府の人口は変わっていますか？,増えています。,"[1004, 265]","[406, 734, 233]","[121, 504, 854]"
2205,Q4,1940年から1970年で京都府の人口は変わっていますか？,増えています。,"[265, 554]","[395, 82, 729]","[169, 654, 804]"
2206,Q4,1970年から1995年で京都府の人口は変わっていますか？,同じくらいです。,"[554, 804]","[550, 931, 769]","[754, 25, 604]"
2207,Q4,1935年から1995年で京都府の人口は変わっていますか？,増えています。,"[804, 217]","[370, 840, 982]","[1004, 408, 456]"
2208,Q4,1935年から1990年で京都府の人口は変わっていますか？,増えています。,"[217, 754]","[373, 895, 929]","[313, 1004, 265]"
2209,Q4,1955年から1990年で京都府の人口は変わっていますか？,増えています。,"[754, 408]","[503, 457, 765]","[360, 954, 121]"
2210,Q4,1955年から1980年で京都府の人口は変わっていますか？,増えています。,"[408, 654]","[404, 94, 1017]","[754, 704, 654]"
2211,Q4,1965年から1980年で京都府の人口は変わっていますか？,同じくらいです。,"[654, 504]","[262, 251, 41]","[654, 804, 504]"
2212,Q4,1965年から1975年で京都府の人口は変わっていますか？,同じくらいです。,"[504, 604]","[506, 62, 148]","[654, 121, 360]"
2213,Q4,1945年から1975年で京都府の人口は変わっていますか？,増えています。,"[604, 313]","[423, 697, 584]","[408, 73, 504]"
2214,Q4,1945年から1950年で京都府の人口は変わっていますか？,同じくらいです。,"[313, 360]","[433, 254, 820]","[504, 121, 904]"
2215,Q4,1980年から1990年で京都府の人口は変わっていますか？,同じくらいです。,"[754, 654]","[158, 364, 747]","[704, 169, 217]"
2216,Q4,1980年から2010年で京都府の人口は変わっていますか？,同じくらいです。,"[654, 954]","[993, 11, 312]","[360, 854, 804]"
2217,Q4,1955年から2010年で京都府の人口は変わっていますか？,増えています。,"[954, 408]","[557, 372, 222]","[169, 217, 604]"
2218,Q4,1925年から1955年で京都府の人口は変わっていますか？,増えています。,"[408, 121]","[365, 86, 493]","[169, 217, 73]"
2219,Q4,1925年から1935年で京都府の人口は変わっていますか？,増えています。,"[121, 217]","[682, 412, 519]","[360, 313, 854]"
2220,Q4,1935年から2000年で京都府の人口は変わっていますか？,増えています。,"[217, 854]","[534, 750, 439]","[704, 456, 754]"
2221,Q4,1985年から2000年で京都府の人口は変わっていますか？,同じくらいです。,"[854, 704]","[87, 359, 811]","[313, 704, 904]"
2222,Q4,1965年から1985年で京都府の人口は変わっていますか？,増えています。,"[704, 504]","[849, 435, 607]","[904, 265, 217]"
2223,Q4,1965年から2015年で京都府の人口は変わっていますか？,増えています。,"[504, 1004]","[460, 621, 985]","[654, 704, 604]"
2224,Q4,1940年から2015年で京都府の人口は変わっていますか？,増えています。,"[1004, 265]","[569, 996, 955]","[704, 954, 904]"
2225,Q4,1940年から1975年で京都府の人口は変わっていますか？,増えています。,"[265, 604]","[738, 991, 729]","[954, 1004, 456]"
2226,Q4,1970年から1975年で京都府の人口は変わっていますか？,同じくらいです。,"[604, 554]","[5, 183, 62]","[954, 1004, 754]"
2227,Q4,1950年から1970年で京都府の人口は変わっていますか？,増えています。,"[554, 360]","[650, 511, 693]","[504, 360, 265]"
2228,Q4,1950年から1960年で京都府の人口は変わっていますか？,同じくらいです。,"[360, 456]","[453, 62, 285]","[73, 554, 854]"
2229,Q4,1945年から1960年で京都府の人口は変わっていますか？,増えています。,"[456, 313]","[397, 1008, 910]","[25, 654, 360]"
2230,Q4,1945年から1995年で京都府の人口は変わっていますか？,増えています。,"[313, 804]","[206, 117, 593]","[217, 73, 121]"
2231,Q4,1920年から1995年で京都府の人口は変わっていますか？,増えています。,"[804, 73]","[936, 451, 425]","[954, 904, 313]"
2232,Q4,1920年から2005年で京都府の人口は変わっていますか？,増えています。,"[73, 904]","[725, 609, 367]","[265, 360, 854]"
2233,Q4,1930年から2005年で京都府の人口は変わっていますか？,増えています。,"[904, 169]","[366, 320, 423]","[1004, 121, 854]"
2234,Q4,1935年から1945年で大阪府の人口は変わっていますか？,減っています。,"[314, 218]","[86, 329, 1021]","[555, 755, 457]"
2235,Q4,1935年から2000年で大阪府の人口は変わっていますか？,増えています。,"[218, 855]","[582, 807, 34]","[555, 905, 122]"
2236,Q4,1930年から2000年で大阪府の人口は変わっていますか？,増えています。,"[855, 170]","[462, 842, 18]","[409, 555, 905]"
2237,Q4,1925年から1930年で大阪府の人口は変わっていますか？,同じくらいです。,"[170, 122]","[186, 623, 411]","[605, 266, 314]"
2238,Q4,1925年から1990年で大阪府の人口は変わっていますか？,増えています。,"[122, 755]","[730, 975, 81]","[409, 266, 555]"
2239,Q4,1990年から2015年で大阪府の人口は変わっていますか？,同じくらいです。,"[755, 1005]","[954, 372, 350]","[409, 655, 314]"
2240,Q4,1980年から2015年で大阪府の人口は変わっていますか？,同じくらいです。,"[1005, 655]","[721, 381, 865]","[805, 955, 122]"
2241,Q4,1960年から1980年で大阪府の人口は変わっていますか？,増えています。,"[655, 457]","[699, 111, 822]","[409, 505, 855]"
2242,Q4,1955年から1960年で大阪府の人口は変わっていますか？,同じくらいです。,"[457, 409]","[163, 388, 994]","[361, 905, 755]"
2243,Q4,1950年から1955年で大阪府の人口は変わっていますか？,同じくらいです。,"[409, 361]","[601, 256, 659]","[705, 170, 26]"
2244,Q4,1950年から1995年で大阪府の人口は変わっていますか？,増えています。,"[361, 805]","[701, 368, 461]","[755, 855, 605]"
2245,Q4,1985年から1995年で大阪府の人口は変わっていますか？,同じくらいです。,"[805, 705]","[318, 352, 96]","[170, 505, 361]"
2246,Q4,1970年から1985年で大阪府の人口は変わっていますか？,同じくらいです。,"[705, 555]","[794, 486, 519]","[855, 555, 266]"
2247,Q4,1940年から1970年で大阪府の人口は変わっていますか？,増えています。,"[555, 266]","[83, 993, 568]","[409, 905, 855]"
2248,Q4,1940年から1965年で大阪府の人口は変わっていますか？,増えています。,"[266, 505]","[231, 71, 199]","[655, 805, 855]"
2249,Q4,1965年から2005年で大阪府の人口は変わっていますか？,増えています。,"[505, 905]","[496, 559, 256]","[26, 361, 855]"
2250,Q4,2005年から2010年で大阪府の人口は変わっていますか？,同じくらいです。,"[905, 955]","[112, 327, 918]","[555, 655, 218]"
2251,Q4,1920年から2010年で大阪府の人口は変わっていますか？,増えています。,"[955, 74]","[929, 864, 297]","[555, 409, 1005]"
2252,Q4,1920年から1975年で大阪府の人口は変わっていますか？,増えています。,"[74, 605]","[1014, 807, 431]","[555, 1005, 26]"
2253,Q4,1945年から2015年で大阪府の人口は変わっていますか？,増えています。,"[314, 1005]","[275, 483, 893]","[805, 905, 314]"
2254,Q4,1955年から2015年で大阪府の人口は変わっていますか？,増えています。,"[1005, 409]","[396, 245, 283]","[457, 314, 218]"
2255,Q4,1955年から1975年で大阪府の人口は変わっていますか？,増えています。,"[409, 605]","[840, 663, 380]","[855, 74, 955]"
2256,Q4,1940年から1975年で大阪府の人口は変わっていますか？,増えています。,"[605, 266]","[721, 113, 482]","[266, 1005, 855]"
2257,Q4,1925年から1940年で大阪府の人口は変わっていますか？,増えています。,"[266, 122]","[890, 307, 536]","[74, 122, 26]"
2258,Q4,1925年から1965年で大阪府の人口は変わっていますか？,増えています。,"[122, 505]","[270, 765, 53]","[805, 218, 361]"
2259,Q4,1965年から2000年で大阪府の人口は変わっていますか？,増えています。,"[505, 855]","[355, 177, 898]","[555, 805, 122]"
2260,Q4,2000年から2005年で大阪府の人口は変わっていますか？,同じくらいです。,"[855, 905]","[349, 545, 539]","[266, 555, 314]"
2261,Q4,1960年から2005年で大阪府の人口は変わっていますか？,増えています。,"[905, 457]","[836, 246, 3]","[855, 655, 755]"
2262,Q4,1960年から2010年で大阪府の人口は変わっていますか？,増えています。,"[457, 955]","[564, 160, 624]","[855, 409, 122]"
2263,Q4,1920年から2010年で大阪府の人口は変わっていますか？,増えています。,"[955, 74]","[851, 8, 750]","[122, 314, 457]"
2264,Q4,1920年から1930年で大阪府の人口は変わっていますか？,増えています。,"[74, 170]","[617, 746, 641]","[755, 361, 457]"
2265,Q4,1930年から1985年で大阪府の人口は変わっていますか？,増えています。,"[170, 705]","[272, 587, 83]","[122, 361, 314]"
2266,Q4,1950年から1985年で大阪府の人口は変わっていますか？,増えています。,"[705, 361]","[722, 542, 128]","[955, 457, 122]"
2267,Q4,1950年から1990年で大阪府の人口は変わっていますか？,増えています。,"[361, 755]","[39, 13, 616]","[505, 855, 555]"
2268,Q4,1970年から1990年で大阪府の人口は変わっていますか？,同じくらいです。,"[755, 555]","[451, 981, 185]","[905, 1005, 955]"
2269,Q4,1935年から1970年で大阪府の人口は変わっていますか？,増えています。,"[555, 218]","[904, 599, 193]","[855, 955, 655]"
2270,Q4,1935年から1995年で大阪府の人口は変わっていますか？,増えています。,"[218, 805]","[40, 869, 396]","[855, 26, 170]"
2271,Q4,1980年から1995年で大阪府の人口は変わっていますか？,同じくらいです。,"[805, 655]","[290, 332, 665]","[555, 74, 361]"
2272,Q4,1960年から1965年で大阪府の人口は変わっていますか？,増えています。,"[457, 505]","[582, 787, 51]","[409, 505, 170]"
2273,Q4,1965年から1995年で大阪府の人口は変わっていますか？,増えています。,"[505, 805]","[961, 326, 86]","[1005, 755, 505]"
2274,Q4,1985年から1995年で大阪府の人口は変わっていますか？,同じくらいです。,"[805, 705]","[281, 414, 180]","[505, 555, 170]"
2275,Q4,1980年から1985年で大阪府の人口は変わっていますか？,同じくらいです。,"[705, 655]","[451, 836, 847]","[74, 755, 505]"
2276,Q4,1925年から1980年で大阪府の人口は変わっていますか？,増えています。,"[655, 122]","[460, 127, 319]","[74, 361, 266]"
2277,Q4,1925年から1970年で大阪府の人口は変わっていますか？,増えています。,"[122, 555]","[688, 377, 207]","[361, 855, 805]"
2278,Q4,1970年から1990年で大阪府の人口は変わっていますか？,同じくらいです。,"[555, 755]","[504, 739, 140]","[314, 905, 755]"
2279,Q4,1990年から2005年で大阪府の人口は変わっていますか？,同じくらいです。,"[755, 905]","[57, 350, 599]","[755, 1005, 905]"
2280,Q4,1955年から2005年で大阪府の人口は変わっていますか？,増えています。,"[905, 409]","[823, 597, 281]","[26, 1005, 457]"
